filename,x0,y0,x1,y1,x2,y2,x3,y3
MDV_P5_263279ff-0639-4091-8c1d-2d2b4f4a4b6d-7cbc90f0-91b4-4ebf-8c5b-5e81044a4b97.jpg, 42, 54, 1196, 63, 1230, 901, 29, 871
GBR_RB45_e95c0a7e-4004-46ca-9760-beec4bbb390e-8e5808ee-6ec0-46b4-863e-bba8a0789dcc.jpg, 26, 104, 798, 106, 798, 590, 32, 593
GBR_P17_4b635ece-6370-48eb-a5d3-660487381896-dd4a1529-534d-44d7-a0d9-d8c7ed98b6b7.jpg, -40, -4, 1252, 35, 1248, 889, -39, 911
FRA_I3_21b9606c-fc3f-4db0-9a2b-1bbcb3de398f-34ef202c-ccd4-4b60-9cb7-4b1902a3df8c.jpg, 48, 33, 1287, 46, 1281, 904, 28, 892
GBR_RB49_26eea02a-5a9b-460f-88c6-54ba61a32f68-fea6fbd4-ea24-42f2-9fe5-c13abb098153.jpg, 64, 109, 1238, 137, 1220, 869, 52, 864
GBR_RB46_0e18d7ac-b268-4914-9830-5491feca09d5-ba7b9116-75a1-47d6-b339-ca217c6aaa7a.jpg, 43, 51, 1317, 64, 1336, 855, 38, 889
NZL_RB1_fde64a87-dd76-4a7f-ad07-89f4c4066481-0bfc688d-5a99-4421-b027-4336a0545f33.jpg, 32, -18, 1393, 17, 1383, 862, 22, 853
GBR_P7_0a3aade6-5e06-4364-9605-115942ed8283-f86df2ae-6904-47fe-8dc1-4bc1889ee27a.jpg, 42, 10, 1230, 9, 1269, 823, 24, 839
GBR_RB49_6beb9d1a-a86d-4454-a761-638f1753c33f-85ca18ad-31e6-42f2-9d68-3bd97e6acc39.jpg, 7, 41, 1296, 37, 1303, 854, 7, 853
GBR_RB46_a098fd71-589b-4c09-a061-5e1a2d929b9a-19a3ae91-be42-4fa4-afc2-37f6cfd6a46c.jpg, 73, 23, 1323, 76, 1356, 844, 56, 875
GBR_P17_ec626287-21e1-4b6e-9a63-ddcc1798f26e-016e6b43-e5a5-4209-8205-19f16c9601cb.jpg, -9, 20, 1354, -3, 1398, 947, -9, 971
GBR_RB42_62792c62-4507-48c4-9f19-5e351e409aca-8093f11d-c7a5-437b-81f1-84f560d89444.jpg, 29, 6, 1434, 14, 1439, 921, 11, 884
GBR_RB45_3e562f8e-1045-4643-ab7e-b7e1c288f713-0ba512e6-371e-420a-b1b7-a6d15609c5c8.jpg, 17, 46, 1304, 39, 1367, 871, -22, 893
GBR_RB30_5da300d0-c780-40d3-88a2-9c21b780c16c-586d894d-a977-4947-8441-8907f8860573.jpg, 51, 64, 1397, 24, 1396, 917, 64, 871
GBR_RB30_41f1b58b-9da6-4e70-8726-e26d3b2ac3eb-93bead1b-e3a5-4f81-8dbb-90c23f289ac5.jpg, 15, -3, 1445, 6, 1417, 916, 0, 897
GBR_P17_bd1490f4-54ea-42d0-a946-e0f6e0469307-f5bc42ae-5687-43a3-b453-7d93235d5a21.jpg, -5, 55, 1224, 39, 1261, 906, -41, 909
SRB_P2_664aabac-a9c2-4f54-88c3-9698a76a2026-60236dcf-a39d-4282-a324-c2d176edf30e.jpg, -14, -11, 1316, 7, 1325, 921, -35, 913
GBR_RB46_123bc2dc-45fa-41d3-bf2b-60e6f6e1b189-06067990-43f7-40d5-987d-ab83b2bd3530.jpg, 46, -3, 1435, 44, 1467, 937, -3, 923
IRL_P7_33c417bf-0db5-4a09-829b-9f9ecf45e869-3a2fd19a-7696-476b-b1c2-b8487971a6c4.jpg, -15, 3, 1258, -12, 1309, 919, -25, 908
GBR_P17_997c5084-6e0a-4a6e-ba93-32a756578540-cd25e433-ab3a-4466-9034-15df6eb109d9.jpg, 10, 82, 1221, 86, 1262, 909, -5, 923
GBR_RB32_c3a9f1b8-52b4-482a-aee5-90ab46279754-6d311464-3aeb-4818-b70f-112af29e09bf.jpg, -7, 77, 1268, 85, 1289, 893, -19, 891
GBR_RB30_f9e48d5c-7043-4286-aab7-c2b3724d518b-6ef01327-6cb3-4aa7-8ea1-c68cd25dadd1.jpg, -65, -2, 1312, 33, 1322, 878, -68, 909
GBR_P17_121f1847-6a48-4b53-8f47-16eeff727f8a-8c68c08e-6d7c-4e83-8baa-7d2f38b2c708.jpg, 146, 35, 1263, 27, 1332, 789, 176, 837
FRA_P3_eb66756c-c48a-4754-8f6e-e1213e0beeb0-d70dcf24-227b-4642-9e11-5fe2eb6dbfe5.jpg, 93, 156, 1049, 155, 1111, 817, 101, 862
GBR_RB42_18a5eabe-4030-451d-a60a-260dcf82e58c-fb48cb1b-b7cf-440a-95cd-f56fa5e005dd.jpg, 104, 54, 1375, 74, 1369, 863, 102, 855
IRL_P9_12d0e0ce-edb3-4773-acf8-2ca800ad65ca-1300fcdd-29fb-4067-9b2c-19240bc0a039.jpg, 20, 86, 1187, 84, 1216, 893, 44, 918
GBR_P7_cc3c382b-0124-4a49-9382-cd27a26706b7-ae908049-6feb-45f2-b1b4-5b2f74107aed.jpg, -16, 74, 1238, 32, 1320, 897, -38, 959
GBR_RB42_9e10efae-8ed3-4852-a006-75637447f4ba-0c2ac4ec-0968-4933-b9c3-716481b26b77.jpg, -56, -78, 1491, -51, 1536, 932, -52, 972
ESP_RB2_34d8872e-1263-4c63-96b3-b487d072961e-81a58169-c5db-4577-96b5-619447cb892f.jpg, 13, 49, 1380, 61, 1380, 905, 17, 912
PRT_I5_5d5263e6-1027-4c89-92cb-2ea598d9149f-bc036f59-67cd-4484-b62d-b662a3ca57b3.jpg, -75, 10, 1340, 9, 1338, 907, -80, 905
GBR_RB30_114817b7-7183-4fa8-970d-afa1d4f08e92-75739519-82b8-41b5-a480-a906c1e3e747.jpg, 21, 1, 1417, 1, 1440, 880, 21, 907
GBR_RB49_3e0171b6-a98a-427d-b8ac-865bf02e04a6-f92caab8-714c-4c3e-8f5d-1f1240f5ca7d.jpg, 12, 27, 1446, 31, 1479, 933, 18, 952
GBR_P7_0601e8ac-53ca-47c2-a2ab-b8717f39169c-ad3a8445-13fb-494f-8a4e-44dd4cdb1927.jpg, 3, 46, 1235, 13, 1242, 842, 47, 861
GBR_RB49_5e8d416a-ba32-42e9-ac45-9637084848ee-0dce70c8-9767-42d3-b99c-caf2eafc594d.jpg, 21, 32, 1369, -3, 1386, 882, 4, 871
GBR_RB42_f3bb94ea-25cb-40fc-800f-93b2f7a0c024-24c9d060-7a70-470f-bca1-7ecfbfad2262.jpg, 1, 12, 1430, -3, 1464, 916, 14, 923
RUS_P4_0acbe35a-d041-4cc6-92ac-556bf52e23f8-3fcbb756-6919-42c5-8c48-a180a0e229db.jpg, 47, 46, 1176, 51, 1225, 830, 0, 859
GBR_RB45_949027ff-2612-4e78-98b4-3a328ab07e89-43fc4421-b298-48f6-8592-da7c9df39302.jpg, -21, 24, 1283, 24, 1287, 853, -26, 839
GBR_P7_37341cbf-2a15-4808-ab66-a6e51e88761f-5dabfc49-c094-4f3d-b3dd-2e12e1a30070.jpg, 32, 19, 1241, 24, 1285, 882, 2, 894
GBR_RB49_9e9b8bab-0597-48df-9a05-9dae00582873-0e2a03be-4f59-4084-90d5-75567a17d32f.jpg, 19, 5, 1382, 14, 1459, 872, -6, 920
GBR_P17_06d878a4-8460-4db7-acf3-63bcd7a83234-25a04297-fac8-4f60-9efa-5002adf035c3.jpg, 63, 82, 1145, 73, 1210, 832, 26, 850
GBR_RB30_2e024256-f871-426b-b71b-1b16f7ac234f-39d05c43-a7e8-4551-9b2c-198ba694e5d1.jpg, 32, 37, 1342, 53, 1320, 863, 28, 863
GBR_RB30_95b80b5d-16de-4e36-9afe-71ad6db536ee-d1596eda-9e23-4432-ad04-a7972e68e2e3.jpg, -9, 17, 1412, -13, 1416, 896, -9, 891
GRC_P8_06968716-64a0-49b2-895d-c730f39d2f8d-76e3e499-d573-4dca-9ce6-fb7334aff741.jpg, -22, 2, 848, 10, 863, 603, 4, 613
LTU_P6_b896ff90-9f6a-48c0-8ecb-80565e2da08c-338fc547-aa87-4daf-b70d-8d657d83dac9.jpg, 70, 141, 1083, 150, 1103, 851, 48, 860
GBR_RB30_63602f58-d955-4f24-bce0-e931e5aad6a4-ad26b434-cd1d-4ca4-83c9-d48fb7a602c0.jpg, -10, 31, 1292, 54, 1309, 851, -6, 877
CHE_P5_cbe57e6b-9c8d-4d60-97fc-20fa5d96524e-e19528d9-5a88-4372-a42a-2b689a734d34.jpg, 55, 81, 1365, 81, 1346, 994, 70, 987
GBR_RB30_8164c106-2dc3-4af3-bd8f-0601e06044eb-e4107696-ea69-4e88-a020-9d5caac3847f.jpg, -23, -23, 1430, -6, 1419, 916, -45, 911
FRA_P3_3ebe9787-369f-4c34-810d-81217dda4982-e78325f7-d233-47d8-9379-880e5d1573e1.jpg, 74, 155, 1091, 154, 1180, 870, 40, 901
GBR_RB45_d3108aad-eb5d-4d26-8bce-94a9310cac8e-b0b86703-acc2-43ae-83bd-8f182b6ae16c.jpg, -108, -45, 1370, -24, 1386, 898, -125, 900
IRL_RB7_68a5839c-d62f-4dc4-b8b1-74a1c878619d-3a367e47-9ca6-49db-9513-cf52267ac326.jpg, -29, -13, 1329, 10, 1437, 876, -127, 878
RUS_P4_13118539-eb03-4404-b07d-3560a3c34fad-5b5357cf-7605-4f6b-8ae9-c1e1d1a311f4.jpg, 16, 5, 1369, 4, 1372, 914, 13, 923
GBR_P17_39b57d3f-5654-4708-b1ae-f2bdb91ce7b5-d9d24239-e6c4-4659-af1e-28f267ed192d.jpg, -8, 18, 1248, 82, 1182, 868, 14, 892
GBR_RB45_60754950-d94a-4f4c-bfc9-b5fe010f09d2-1f8b7526-fc8b-40f0-b0a8-1744585c6993.jpg, -26, -16, 1381, 5, 1459, 889, -78, 918
GBR_RB30_71a0e6c1-4154-46af-8986-da337afa4267-97f42a06-a5b9-4b67-a278-6a4afdd58c81.jpg, 66, 6, 1445, 3, 1484, 892, 26, 891
IRL_RB7_d0400f5b-7dec-4e4e-86dc-4fee72228044-3b138c8f-b3df-47e2-ba88-c74bc696fdfd.jpg, -50, 28, 1304, 44, 1325, 899, -69, 892
GBR_P7_f6e107e3-3aa1-476a-a99a-f14055c6ed64-1c82268a-11a2-4946-b905-ce6647341a66.jpg, -5, 35, 1221, 73, 1234, 907, -25, 894
GBR_RB49_b3c63a31-7cc2-445e-870a-3a838b54e0e8-b7a48967-381e-4646-b5c0-345865d180be.jpg, 87, 107, 1204, 91, 1272, 796, 59, 833
GBR_RB50_3558ac07-7fcd-4477-b0cf-cebeddc9decc-a8c77643-a551-40a9-9d9e-4903bd814fbb.jpg, -65, -24, 1420, 6, 1414, 904, -91, 935
GBR_P17_acd7c6e3-9e40-462d-b58b-0c28b38097d8-df965360-ed30-4f61-a66f-f105b87fd885.jpg, 63, 196, 988, 181, 1030, 835, 46, 864
IRL_P9_ba1f6d65-9812-4e9b-a0f7-62088c6a57e9-3dc122fa-4c64-4223-b76d-e869bca0f452.jpg, 62, 91, 1181, 93, 1232, 897, 28, 916
GBR_P7_647c4e79-dd36-4c0d-972b-33a66dcbd841-4f18898e-a880-48ca-84e7-0c9b7eb38e34.jpg, 38, 39, 1207, 64, 1270, 869, -8, 899
GBR_RB42_8bc03cff-5475-4ab3-a82c-5061425e2f78-d0c7ef99-76c2-4713-bf82-4ed583466bbb.jpg, 61, 111, 1207, 111, 1218, 826, 48, 833
GBR_RB45_1b915816-1917-4aa5-a319-7886a5d113d9-4298c015-4733-4f2c-93a8-0d70a1792e02.jpg, 33, 57, 1306, 85, 1327, 873, 17, 884
CYP_P4_6a7a683f-825d-484a-8f09-57e4e1c62968-aa98954d-1f1a-4353-938d-56150c4ca108.jpg, 120, 37, 1280, 91, 1278, 910, 84, 875
EST_P10_fd2023e3-d290-497d-bf21-3c4a52850b70-a0dd5dae-4d61-4179-80d3-6c4f150c28e8.jpg, 30, 28, 1280, 35, 1294, 906, 32, 905
GBR_RB45_6e5cdc88-2a62-413b-b19d-1405b8655b93-2c3e2744-b4ce-4af9-80bd-b6e7fb6ce61e.jpg, 32, 40, 1326, 51, 1328, 859, 15, 866
GBR_RB42_5effc577-8e86-4fb1-9eb3-50b6f8b65bef-f4974a9d-4c1f-42fa-98b7-801e0650e0e3.jpg, 92, 27, 1408, 8, 1487, 873, -1, 863
IRL_RB7_202ca4d0-8055-4dde-8d7e-9eeefb178734-bbc6c148-b3c7-49b3-9f71-caa31c4016ff.jpg, 6, 17, 1285, 82, 1319, 912, -135, 865
FIN_RB5_705d793c-ee34-41a6-8dab-f68f485159d1-8c044215-b7b5-402d-9b1a-e259509a0abd.jpg, 28, 7, 1450, 17, 1430, 916, 18, 905
GBR_RB30_10208f9b-9c92-4899-906f-bb1e3784cc75-cbbd426b-b962-48db-b3b0-484f3b23d2dc.jpg, 19, 33, 1258, 64, 1265, 830, 3, 851
USA_P8_9aa0e37d-ff1b-4d6f-a6b6-96ed0e118035-dc908b7c-0eb5-418f-9f3a-b78a25e7daf8.jpg, 26, 48, 1301, 0, 1333, 900, 26, 911
UKR_P3_349d12cc-0ceb-4036-95a5-89037f32117c-3cd99f08-9de5-48b5-a526-c9dbd093eee1.jpg, 44, 59, 1163, 82, 1197, 852, 36, 843
BIH_P7_b844d5f7-3e94-4022-b90a-d2c2d9391fe4-f88bd238-5477-457a-a850-488aafe64e26.jpg, -2, 13, 1291, 10, 1300, 898, -3, 910
GBR_RB46_59079064-cece-47e7-a5fa-70326af49d68-5db1d43c-109f-400e-8d00-b922c1fa6994.jpg, 32, 66, 1337, 44, 1392, 911, 4, 903
GBR_RB42_d771d732-42ea-451d-830b-756225c3e18b-f8f27283-2da5-4dc0-a51c-e03dce35d835.jpg, 13, 17, 1402, 35, 1417, 910, -7, 919
GRC_P8_89eebd2a-e4ff-4475-bb7b-76d8272d7ff6-e5db0502-e0b0-4d27-9f92-80ab86155887.jpg, 34, 61, 1057, 58, 1061, 790, 51, 762
GBR_RB45_779a407d-e33f-4274-ace5-b100304a09cd-74231cb2-eeec-4391-af68-d58e9b06dff6.jpg, -38, 17, 1302, 3, 1339, 870, -54, 882
GBR_RB45_b6757c82-3d28-4a7f-aa2b-a731d5ab8c71-a1ecd33e-9ac5-4b95-a638-1298345bb276.jpg, 158, 125, 1277, 135, 1300, 829, 145, 852
GBR_RB45_2516cb3c-c285-4bf6-8093-ac68d1f92c80-1bf31c3d-11d5-49fb-951f-82055635252e.jpg, 33, -12, 1384, 30, 1465, 886, -47, 891
GBR_RB49_bfcd36ed-6a95-4efa-9a3e-d82b7fe5bbe4-aac8e101-be4f-49b4-9ffb-2ca86d8a1b11.jpg, 30, 53, 1228, 60, 1216, 809, 36, 798
GBR_RB30_4218bbb1-624b-405c-a244-edbe85aec869-02fc8109-3495-4087-8adc-6672aec22ec1.jpg, -44, 6, 1363, 20, 1418, 893, -55, 951
GBR_RB49_b5a99204-8960-40d7-b919-a2f7f0d05507-cea6f28c-ef6f-4966-a9e2-b3219f67fc4b.jpg, 38, 62, 1244, 85, 1217, 826, 48, 831
SEN_P4_82218432-d87a-4a17-adff-b46357b3470c-7a573045-c920-4f93-a254-15119f7ae989.jpg, 52, 117, 1196, 62, 1343, 898, -82, 933
GBR_RB10_dc936107-5fbd-4949-a456-d8359ef68fa6-7f4f06c0-af1f-4f10-a465-cb394e4a6cd0.jpg, 46, 19, 1413, 10, 1408, 903, 43, 882
GBR_RB42_962faabf-baca-4e5e-bc65-aee494aa30a3-0bca00fd-1b9d-4d25-8523-6919efba112b.jpg, 21, 0, 1413, -9, 1453, 863, 15, 892
GBR_P7_82417daf-67ef-4f42-a936-25a07b6dce98-dab60d47-66a7-4ced-99c6-28fd52ea9989.jpg, 55, 56, 1259, 69, 1225, 869, 69, 858
GBR_RB30_80b491a4-f6fe-41f9-b92c-4f6544ecb36f-4fcb4bb4-724e-4256-9299-f245e7c1aead.jpg, 7, 18, 1311, 31, 1326, 860, -14, 875
GBR_RP13_05755398-1675-4cc6-a0cc-5c76ab28eb66-0b0ec3d4-7794-4687-8a8a-4ff18870e4b1.jpg, -3, 28, 1358, 33, 1386, 904, -16, 905
ITA_RB2_62f7b912-cde5-423b-9c5e-b92bb2ad889c-acb39063-21f9-401a-b33e-80b28c28dac0.jpg, -12, 25, 1390, -16, 1408, 857, 15, 905
GBR_P17_63985df3-0304-4e3c-8436-32af8f40aa8e-11949669-d08e-4cd2-bd7f-ee0b400c1363.jpg, 31, 54, 1207, 58, 1264, 849, 13, 919
GBR_RB42_e80997b9-0cb1-4501-b65f-cd073ae32eef-89e154bc-6661-45dc-bc1b-1211a32af7ce.jpg, 30, 17, 1398, 31, 1408, 884, 13, 916
GBR_RB45_6f1bee45-e227-4291-842a-4a21c8383af8-4c2c4b82-a60d-4b4d-b999-a9d77bfa1a75.jpg, 124, 29, 1392, 35, 1434, 836, 123, 858
GBR_P7_0c590b7b-7291-40ed-9cd3-6108c2c48f7a-3e4115dd-5d2e-4f15-b257-2d9ac64b861e.jpg, 19, -15, 1342, 30, 1326, 931, -11, 898
GRC_P8_43a8857e-49dd-48da-80ae-255a31efcaad-ce8171ba-79bd-4fa5-bbb6-f489fa583c2d.jpg, 61, 60, 831, 62, 815, 598, 44, 595
GBR_RB42_d0811d76-d7ea-4c27-94bd-e6c1e567b218-21e6175a-13c6-4ced-b4a3-fed09cdd0725.jpg, 80, 41, 1439, 40, 1581, 896, 42, 939
GBR_RB47_9831c0e4-7bde-4749-a645-1495a10beb85-6121c365-3bf9-4c9e-a6d6-b9c5df327433.jpg, 55, 56, 1278, 73, 1294, 841, 37, 858
IRL_P7_1ee3cb24-445b-4be3-8532-eb5d7192eb2c-b8c4db5b-ec2c-4614-bd07-d8f1fb83899d.jpg, 78, 18, 1282, 81, 1251, 930, 65, 903
RUS_P4_e0f94c29-4ddf-4280-94bc-847544f7b58c-f30ed4a7-d365-4b41-8024-eca125cffad1.jpg, 64, 145, 1169, 119, 1252, 882, 31, 923
GBR_RB30_ff2d78d9-a64c-46b3-b188-8201b7d2c8dc-950a83f4-2f9a-4697-acb3-aea78005c0de.jpg, 47, -35, 1415, -10, 1408, 855, 26, 831
GBR_RB47_23cb73cc-ddf8-46ae-b248-55a1ebd7efaf-f45bd3c3-78bf-4092-814b-cb5b077ad6e3.jpg, 3, 1, 1412, -4, 1437, 887, -15, 923
FRA_P3_412fccef-e8d6-4a6b-a3c4-2fc72e789bb0-e52ec17b-9008-43ff-a215-d64c05179069.jpg, 28, -5, 1336, 14, 1353, 911, 38, 908
FRA_I3_9fd0c6c7-fe95-43ab-be01-aab0a8797e60-4c8104d8-ec0f-4a8c-932c-099513d90432.jpg, -57, 24, 1271, 3, 1268, 886, -38, 889
GBR_P17_bddc33f8-e578-4d2a-a2db-a033c330f42f-ccfefdb3-b364-4ec2-b6bd-f7668ac52074.jpg, 85, 198, 1079, 210, 1118, 906, 20, 903
GBR_RB45_57323486-c92b-4473-8e05-33196da9866c-21f683cf-41f9-4983-9f67-3deaa6fb220b.jpg, 15, 21, 1403, 13, 1436, 884, 4, 919
GBR_RB49_b2c7359b-ede9-408c-b59e-f3792346c5f6-818712ab-389b-4cd1-9adc-5c99aa2992fb.jpg, -14, 10, 1337, 44, 1361, 886, -57, 893
GBR_RB45_efc9b86b-3a0c-4e00-b314-3174ad9de87e-13159d11-4441-4540-a757-6b4825ca8782.jpg, 56, -2, 1446, -13, 1452, 896, -9, 892
GBR_RB49_4aed89de-0099-4ea9-bf74-369a02bf8676-52517b30-75db-4ba7-a30a-76488d167e46.jpg, -15, 21, 871, 12, 878, 785, -24, 776
ESP_P3_4de658ce-0b03-4568-9366-e7b11cf70595-1a75a71f-86ba-4d1b-bb5e-0197a3229f82.jpg, 7, 20, 1325, 6, 1310, 905, 19, 913
GBR_RB45_4a4acf2f-e6d3-4703-966b-bad44a50a1d6-351af4a9-a9cf-4b93-be1e-9f7583423057.jpg, -7, 62, 1359, -6, 1369, 862, 48, 878
GBR_RB45_536f78d3-3b86-47d2-8297-cae163325e05-e465f0a2-c7a2-4fd8-9ff8-15cc96f96b7c.jpg, 15, 67, 1375, 55, 1383, 914, 25, 926
